,title,tagline,overview,vote_count,vote_average,release_date,runtime,original_language,spoken_lang_en,spoken_lang_fr,spoken_lang_de,spoken_lang_es,spoken_lang_it,spoken_lang_ja,spoken_lang_ru,spoken_lang_other,Drama,Comedy,Thriller,Romance,Action,Horror,Crime,Documentary,Adventure,Science Fiction,Family,Mystery,Fantasy,Animation,Foreign,Music,History,War,Western,TV Movie,production_companies,production_US,production_GB,production_FR,production_DE,production_IT,production_CA,production_JP,production_other,revenue
2163,"['soldier', 'daughter', 'never', 'cry']","['city', 'light', 'famous', 'american', 'author', 'decade', 'changed', 'generationforever']","['fictionalized', 'story', 'based', 'family', 'life', 'writer', 'james', 'jones', 'emotional', 'sliceoflife', 'story', 'jones', 'portrayed', 'portrayed', 'bill', 'willis', 'former', 'war', 'hero', 'turned', 'author', 'combat', 'alcoholism', 'starting', 'experience', 'health', 'problem', 'living', 'france', 'wife', 'daughter', 'adopted', 'son', 'family', 'travel', 'unconventional', 'road', 'cast', 'outsider', 'others', 'preaching', 'sexual', 'freedom', 'daughter', 'sexual', 'discovery', 'begin', 'early', 'age', 'betrays', 'family', 'move', 'hanover', 'america', 'overt', 'sexuality', 'clash', 'value', 'teenage', 'american', 'peer', 'give', 'problematic', 'reputation', 'meanwhile', 'brooding', 'brother', 'cope', 'interior', 'pain', 'regarding', 'past', 'comfortable', 'communicating', 'within', 'domestic', 'space']",5.0,7.0,1998-09-18,127.0,it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,1782005.0
2165,['ronin'],"['ally', 'could', 'become', 'enemy']","['briefcase', 'undisclosed', 'content', 'sought', 'irish', 'terrorist', 'russian', 'mob', 'make', 'way', 'criminal', 'hand', 'irish', 'liaison', 'assembles', 'squad', 'mercenary', 'ronin', 'give', 'thorny', 'task', 'recovering', 'case']",670.0,6.8,1998-09-25,122.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,0,0,41610884.0
2166,"['urban', 'legend']","['happened', 'someone', 'know', 'someone', 'know', 'next']","['campus', 'killer', 'loose', 'making', 'urban', 'legend', 'like', 'one', 'eating', 'pop', 'rock', 'soda', 'time', 'make', 'stomach', 'explode', 'one', 'psycho', 'axe', 'stepping', 'backseat', 'car', 'gas', 'station', 'looking', 'reality']",293.0,5.6,1998-09-25,99.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1,0,0,0,0,0,0,0,72527595.0
2170,"['sheltering', 'sky']","['woman', 'dangerous', 'erotic', 'journey']","['american', 'couple', 'john', 'malkovich', 'debra', 'winger', 'drift', 'toward', 'emptiness', 'postwar', 'north', 'africa']",51.0,6.4,1990-10-24,138.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,1,0,0,0,0,0,0,0,2075084.0
2171,"['bandit', 'queen']","['revenge', 'reply']","['born', 'lowercaste', 'girl', 'rural', 'india', 'patriarchal', 'society', 'married', '11', 'repeatedly', 'raped', 'brutalized', 'phooland', 'devi', 'find', 'freedom', 'avenging', 'warrior', 'eponymous', 'bandit', 'queen', 'devi', 'becomes', 'kind', 'bloody', 'robin', 'hood', 'extraordinary', 'biographical', 'film', 'offer', 'vivid', 'portrait', 'driven', 'woman', 'savage', 'critique', 'society', 'made']",11.0,7.1,1994-09-09,119.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1,0,0,0,0,0,0,0,399.0
2172,[],"['side', 'would']","['film', 'caustic', 'portrait', 'traditional', 'english', 'boy', 'boarding', 'school', 'social', 'hierarchy', 'reign', 'supreme', 'power', 'remains', 'hand', 'distanced', 'ineffectual', 'teacher', 'callously', 'vicious', 'prefect', 'upper', 'sixth', 'three', 'lower', 'sixth', 'student', 'leader', 'mick', 'travis', 'malcolm', 'mcdowell', 'wallace', 'richard', 'warwick', 'johnny', 'david', 'wood', 'decide', 'shocking', 'course', 'action', 'redress', 'balance', 'privilege']",80.0,7.2,1968-12-19,111.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,500000.0
2175,['thing'],"['man', 'warmest', 'place', 'hide']","['scientist', 'antarctic', 'confronted', 'shapeshifting', 'alien', 'assumes', 'appearance', 'people', 'kill']",1629.0,7.8,1982-06-25,109.0,en,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,19629760.0
2176,['player'],"['everything', 'heard', 'true']","['hollywood', 'studio', 'executive', 'sent', 'death', 'threat', 'writer', 'whose', 'script', 'rejected', 'one']",169.0,6.9,1992-04-03,124.0,en,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,21706101.0
2177,"['stardust', 'memory']",[],"['attending', 'retrospect', 'work', 'filmmaker', 'recall', 'life', 'love', 'inspiration', 'film']",96.0,6.9,1980-09-26,89.0,en,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,0,0,10389003.0
2178,"['edward', 'scissorhands']","['scar', 'run', 'deep']","['small', 'suburban', 'town', 'receives', 'visit', 'castaway', 'unfinished', 'science', 'experiment', 'named', 'edward']",3731.0,7.5,1990-12-05,105.0,en,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,53000000.0
2181,['antz'],"['every', 'ant', 'day']","['animated', 'hit', 'neurotic', 'worker', 'ant', 'love', 'rebellious', 'princess', 'rise', 'unlikely', 'stardom', 'switch', 'place', 'soldier', 'signing', 'march', 'parade', 'end', 'command', 'bloodthirsty', 'general', 'he', 'actually', 'enlisted', 'fight', 'termite', 'army']",1320.0,6.0,1998-10-02,83.0,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,1,0,0,0,0,0,0,0,171757863.0
2182,['impostor'],"['somebody', 'else']","['attempt', 'resurrect', 'slapstick', 'comedy', 'laurel', 'hardy', 'marx', 'brother', 'stanley', 'tucci', 'oliver', 'platt', 'teamup', 'two', 'outofwork', 'actor', 'accidentally', 'stow', 'away', 'ship', 'hide', 'drunken', 'belligerent', 'lead', 'actor', 'sworn', 'kill', 'belittling', 'talent']",18.0,6.0,1998-05-18,101.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,1,0,0,0,0,0,0,2197921.0
2183,"['night', 'roxbury']",['score'],"['despite', 'well', 'adulthood', 'brother', 'doug', 'steve', 'butabi', 'still', 'live', 'home', 'work', 'flower', 'shop', 'owned', 'dad', 'exist', 'hit', 'woman', 'disco', 'though', 'routinely', 'unsuccessful', 'chance', 'runin', 'richard', 'grieco', 'get', 'inside', 'swank', 'roxbury', 'club', 'mistaken', 'high', 'roller', 'meet', 'dream', 'woman', 'vivica', 'cambi', 'resolve', 'open', 'club']",202.0,5.9,1998-10-01,81.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,30331165.0
2184,"['dream', 'may', 'come']","['life', 'end', 'beginning']","['chris', 'neilson', 'dy', 'find', 'heaven', 'amazing', 'could', 'ever', 'dreamed', 'one', 'thing', 'missing', 'wife', 'dy', 'wife', 'annie', 'killed', 'went', 'hell', 'chris', 'decides', 'risk', 'eternity', 'hades', 'small', 'chance', 'able', 'bring', 'back', 'heaven']",596.0,6.8,1998-10-02,113.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,1,0,0,0,0,0,0,0,71485043.0
2185,['strangeland'],"['wan', 'na', 'come', 'party']","['pierced', 'tattooed', 'sadist', 'captain', 'howdy', 'troll', 'internet', 'naive', 'teen', 'luring', 'home', 'torture', 'defile', 'howdy', 'kidnaps', 'torture', 'daughter', 'police', 'detective', 'mike', 'gage', 'caught', 'deemed', 'insane', 'sent', 'asylum', 'released', 'soon', 'seemingly', 'better', 'however', 'gage', 'know', 'matter', 'time', 'howdy', 'strike', 'he', 'ready', 'unleash', 'form', 'retribution', 'time', 'come']",36.0,4.7,1998-10-02,86.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,631221.0
2188,"['history', 'world', 'part']","['ten', 'million', 'year', 'making', 'truth', 'whole', 'truth', 'everything', 'truth']","['uproarious', 'version', 'history', 'prof', 'nothing', 'sacred', 'even', 'roman', 'empire', 'french', 'revolution', 'spanish', 'inquisition']",205.0,6.5,1981-06-12,92.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,31672907.0
2189,"['cousin', 'vinny']","['truth', 'justice', 'gambini', 'way']","['two', 'carefree', 'pal', 'traveling', 'alabama', 'mistakenly', 'arrested', 'charged', 'murder', 'fortunately', 'one', 'cousin', 'lawyer', 'vincent', 'gambini', 'former', 'auto', 'mechanic', 'brooklyn', 'passed', 'bar', 'exam', 'sixth', 'try', 'arrives', 'leatherclad', 'girlfriend', 'try', 'first', 'case', 'real', 'shock', 'deep', 'south']",393.0,7.3,1992-03-13,120.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,1,0,0,0,0,0,0,0,64088552.0
2198,['2010'],"['something', 'wonderful', 'going', 'happen']","['sequel', '2001', 'space', 'odyssey', '2010', 'american', 'russian', 'racing', 'get', 'jupiter', 'investigate', 'black', 'monolith', 'similar', 'one', 'found', 'lunar', 'crater', 'clavius', 'found', 'us', 'discovery', 'orbit', 'around', 'jupiter', 'moon', 'us', 'discovery', 'orbit', 'rapidly', 'decaying', 'crash', 'io', 'american', 'get', 'time', 'save', 'us', 'discovery', 'russian', 'get', 'jupiter', 'time', 'american', 'knowledge', 'access', 'awaken', 'us', 'discovery', 'hal9000', 'sentient', 'computer', 'force', 'joint', 'americansoviet', 'space', 'expedition', 'backdrop', 'growing', 'global', 'tension', 'combined', 'expedition', 'seeking', 'answer', 'several', 'mystery', 'significance', 'black', 'monolith', 'hal9000', 'act', 'bizarrely', 'terminate', '4', '5', 'us', 'discovery', 'crew', 'happened', 'david', 'bowman', 'along', 'way', 'curious', 'data', 'detected']",290.0,6.6,1984-12-06,116.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076,1,0,0,0,0,0,0,0,40400657.0
2199,"['child', 'lesser', 'god']","['love', 'language']","['james', 'new', 'speech', 'teacher', 'school', 'deaf', 'fall', 'sarah', 'pupil', 'decided', 'stay', 'school', 'rather', 'venture', 'big', 'bad', 'world', 'shuns', 'first', 'refusing', 'read', 'lip', 'using', 'sign', 'feeling', 'change', 'time']",72.0,6.9,1986-09-13,119.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,31853080.0
2200,"['elephant', 'man']","['animal', 'human', 'man']","['victorian', 'surgeon', 'rescue', 'heavily', 'disfigured', 'man', 'mistreated', 'owner', 'sideshow', 'freak', 'behind', 'monstrous', 'façade', 'revealed', 'person', 'great', 'intelligence', 'sensitivity', 'based', 'true', 'story', 'joseph', 'merrick', 'called', 'john', 'merrick', 'film', 'severely', 'deformed', 'man', '19th', 'century', 'london']",740.0,7.9,1980-10-02,124.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,26010864.0
2202,"['bride', 'chucky']","['chucky', 'get', 'lucky']","['chucky', 'hook', 'another', 'murderous', 'doll', 'bridal', 'gownclad', 'tiffany', 'route', '66', 'murder', 'spree', 'unwitting', 'host']",366.0,5.5,1998-10-16,89.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,0,1,0,0,0,0,0,0,50671850.0
2203,"['practical', 'magic']","['two', 'sister', 'family', 'witch', 'falling', 'love', 'trickiest', 'spell']","['sally', 'gillian', 'owen', 'born', 'magical', 'family', 'mostly', 'avoided', 'witchcraft', 'gillians', 'vicious', 'boyfriend', 'jimmy', 'angelov', 'dy', 'unexpectedly', 'owen', 'sister', 'give', 'crash', 'course', 'hard', 'magic', 'policeman', 'gary', 'hallet', 'growing', 'suspicious', 'girl', 'struggle', 'resurrect', 'angelov', 'unwittingly', 'inject', 'corpse', 'evil', 'spirit', 'threatens', 'end', 'family', 'line']",348.0,6.3,1998-10-16,104.0,en,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,1,0,0,0,0,0,0,46683377.0
2205,['happiness'],"['finding', 'happiness', 'tragic', 'comedy']","['life', 'many', 'individual', 'connected', 'desire', 'happiness', 'often', 'source', 'usually', 'considered', 'dark', 'evil']",197.0,7.4,1998-10-16,139.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,1,0,0,0,0,0,0,2807390.0
2209,['soldier'],"['left', 'dead', 'remote', 'planet', 'obsolete', 'machine', 'people', 'fallen', 'hero', 'one', 'last', 'battle', 'fight']","['sergeant', 'todd', 'veteran', 'soldier', 'elite', 'group', 'armed', 'force', 'defeated', 'new', 'breed', 'genetically', 'engineered', 'soldier', 'dumped', 'waste', 'planet', 'left', 'dead', 'soon', 'interacts', 'group', 'crash', 'survivor', 'lead', 'peaceful', 'existence', 'peace', 'broken', 'new', 'soldier', 'land', 'planet', 'eliminate', 'colony', 'sergeant', 'todd', 'must', 'defend']",226.0,6.1,1998-10-23,99.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1250,0,1,0,0,0,0,0,0,14567883.0
2211,"['life', 'beautiful']","['unforgettable', 'fable', 'prof', 'love', 'family', 'imagination', 'conquer']","['touching', 'story', 'italian', 'book', 'seller', 'jewish', 'ancestry', 'life', 'little', 'fairy', 'tale', 'creative', 'happy', 'life', 'would', 'come', 'abrupt', 'halt', 'entire', 'family', 'deported', 'concentration', 'camp', 'world', 'war', 'ii', 'locked', 'try', 'convince', 'son', 'whole', 'thing', 'game']",3643.0,8.3,1997-12-20,116.0,it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,1,0,0,0,0,0,0,229400000.0
2214,"['tale', 'darkside', 'movie']","['depth', 'four', 'twisted', 'mind']","['first', 'segment', 'feature', 'animated', 'mummy', 'stalking', 'selected', 'student', 'victim', 'second', 'tale', 'tell', 'story', 'cat', 'hell', 'killed', 'leaf', 'trail', 'victim', 'behind', 'third', 'story', 'man', 'witness', 'bizarre', 'killing', 'promise', 'never', 'tell', 'saw', 'inbetween', 'bit', 'story', 'woman', 'preparing', 'cook', 'newspaper', 'boy', 'supper']",92.0,5.8,1990-05-03,93.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,0,1,0,0,0,0,0,0,16324573.0
2216,"['american', 'history', 'x']","['legacy', 'must', 'end']","['derek', 'vineyard', 'paroled', 'serving', '3', 'year', 'prison', 'killing', 'two', 'thug', 'tried', 'break', 'intosteal', 'truck', 'brother', 'danny', 'vineyard', 'narration', 'learn', 'going', 'prison', 'derek', 'skinhead', 'leader', 'violent', 'white', 'supremacist', 'gang', 'committed', 'act', 'racial', 'crime', 'throughout', 'la', 'action', 'greatly', 'influenced', 'danny', 'reformed', 'fresh', 'prison', 'derek', 'severs', 'contact', 'gang', 'becomes', 'determined', 'keep', 'danny', 'going', 'violent', 'path']",3120.0,8.2,1998-10-30,119.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,0,1,0,0,0,0,0,0,23875127.0
2218,"['living', 'loud']",[],"['dramatic', 'comedy', 'two', 'unlikely', 'people', 'find', 'looking', 'love', 'judith', 'nelson', 'holly', 'hunter', 'suddenly', 'single', 'discovering', 'husband', 'fifteen', 'year', 'successful', 'doctor', 'martin', 'donovan', 'affair', 'younger', 'woman', 'judith', 'stew', 'plan', 'plot', 'fantasizes', 'decide', 'life', 'go', 'night', 'club', 'see', 'singer', 'liz', 'bailey', 'queen', 'latifah', 'full', 'advice', 'life', 'love', 'town', 'judith', 'suddenly', 'kissed', 'total', 'stranger', 'open', 'eye', 'new', 'possibility', 'notice', 'pat', 'danny', 'de', 'vito', 'elevator', 'operator', 'building']",12.0,5.4,1998-10-30,100.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,0,1,0,0,0,0,0,0,12902790.0
2220,"['god', 'monster']",[],"['1957', 'whale', 'heyday', 'director', 'frankenstein', 'bride', 'frankenstein', 'invisible', 'man', 'long', 'behind', 'retired', 'semirecluse', 'life', 'day', 'accompanied', 'image', 'past', 'dour', 'housekeeper', 'hannah', 'hire', 'handsome', 'young', 'gardener', 'flamboyant', 'director', 'simple', 'yard', 'man', 'develop', 'unlikely', 'friendship', 'change', 'forever']",82.0,6.8,1998-01-21,105.0,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,1,0,0,0,0,0,0,6451628.0
2221,['siege'],"['november', '6th', 'freedom', 'history']","['secret', 'u', 'abduction', 'suspected', 'terrorist', 'lead', 'wave', 'terrorist', 'attack', 'new', 'york', 'lead', 'declaration', 'martial', 'law']",361.0,6.1,1998-11-06,116.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,836,0,0,0,0,0,0,0,0,116672912.0
2222,['waterboy'],"['mess', 'mess', 'water']","['bobby', 'boucher', 'water', 'boy', 'struggling', 'college', 'football', 'team', 'coach', 'discovers', 'bouchers', 'hidden', 'rage', 'make', 'tackling', 'machine', 'whose', 'bonecrushing', 'power', 'might', 'vault', 'team', 'playoff']",521.0,5.9,1998-11-06,90.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,0,1,0,0,0,0,0,0,185991646.0
2223,['elizabeth'],"['declared', 'illegitimate', 'aged', '3', 'tried', 'treason', 'aged', '21', 'crowned', 'queen', 'aged', '25']","['story', 'ascension', 'throne', 'early', 'reign', 'queen', 'elizabeth', 'first', 'endless', 'attempt', 'council', 'marry', 'catholic', 'hatred', 'romance', 'lord', 'robert', 'dudley']",346.0,7.2,1998-09-13,124.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,1,0,0,0,0,0,0,82150642.0
2224,"['velvet', 'goldmine']","['style', 'matter', 'even', 'come', 'murder']","['almost', 'decade', 'elapsed', 'since', 'bowiesque', 'glamrock', 'superstar', 'brian', 'slade', 'staged', 'death', 'escaped', 'spotlight', 'london', 'scene', 'investigative', 'journalist', 'arthur', 'stuart', 'assignment', 'uncover', 'truth', 'enigmatic', 'slades', 'rise', 'fall', 'stuart', 'forged', 'music', '1970s', 'explores', 'largerthanlife', 'star', 'idol', 'become', 'since', 'turn', 'new', 'decade']",119.0,6.9,1998-10-23,119.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,1053788.0
2225,"['still', 'know', 'last', 'summer']","['someone', 'dying', 'second', 'chance']","['unfinished', 'business', 'coed', 'julie', 'james', 'brings', 'murderer', 'bahamas', 'terrorize', 'friend', 'karla', 'tyrell', 'vacation', 'ray', 'bronson', 'survived', 'bloody', 'attack', 'alongside', 'julie', 'two', 'summer', 'ago', 'get', 'island', 'time', 'save', 'everyone']",381.0,5.1,1998-11-13,100.0,en,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,431,1,0,0,0,0,0,0,0,40002112.0
2227,"['meet', 'joe', 'black']","['sooner', 'later', 'everyone']","['grim', 'reaper', 'come', 'collect', 'soul', 'megamogul', 'bill', 'parrish', 'arrives', 'proposition', 'host', 'vacation', 'among', 'living', 'trade', 'day', 'existence', 'parrish', 'agrees', 'using', 'pseudonym', 'joe', 'black', 'death', 'begin', 'taking', 'part', 'parrish', 'daily', 'agenda', 'fall', 'love', 'man', 'daughter', 'yet', 'black', 'holiday', 'parrish', 'life']",1174.0,6.9,1998-11-12,178.0,en,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,830,1,0,0,0,0,0,0,0,142940100.0
2231,"['runaway', 'train']","['desperate', 'determined', 'survive']","['hardened', 'convict', 'younger', 'prisoner', 'escape', 'brutal', 'prison', 'middle', 'winter', 'find', 'outofcontrol', 'train', 'female', 'railway', 'worker', 'pursued', 'vengeful', 'head', 'security']",129.0,7.0,1985-11-15,111.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,7936012.0
2235,"['sid', 'nancy']","['love', 'kill']","['following', 'breakout', 'success', 'england', 'flagship', 'punk', 'rock', 'band', 'sex', 'pistol', 'venture', 'first', 'u', 'tour', 'temperamental', 'bassist', 'sid', 'vicious', 'take', 'troubled', 'girlfriend', 'nancy', 'spungen', 'along', 'ride', 'along', 'way', 'couple', 'turbulent', 'relationship', 'strain', 'patience', 'bandmate', 'johnny', 'rotten', 'manager', 'malcolm', 'mclaren', 'plunging', 'sid', 'nancy', 'depth', 'drug', 'addiction', 'codependency']",106.0,7.0,1986-11-07,111.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,2826523.0
2236,"['mona', 'lisa']",[],"['george', 'released', 'prison', 'manages', 'get', 'job', 'driving', 'expensive', 'call', 'girl', 'customer', 'customer', 'initially', 'get', 'fit', 'high', 'class', 'customer', 'simone', 'service', 'ever', 'get']",62.0,6.7,1986-06-13,104.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,5794184.0
2237,"['heart', 'condition']",[],"['bigoted', 'policeman', 'given', 'heart', 'slain', 'black', 'defense', 'lawyerwho', 'return', 'ghost', 'ask', 'cop', 'help', 'take', 'men', 'murdered']",25.0,5.1,1990-02-02,100.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,277,1,0,0,0,0,0,0,0,4100000.0
2238,"['night', 'cabiria']","['story', 'betrayed', 'unquenchable', 'little', 'roman', 'streetwalker']","['rome', '1957', 'woman', 'cabiria', 'robbed', 'left', 'drown', 'boyfriend', 'giorgio', 'rescued', 'resume', 'life', 'try', 'best', 'find', 'happiness', 'cynical', 'world', 'even', 'think', 'struggle', 'found', 'happiness', 'contentment', 'thing', 'may', 'seem']",122.0,7.9,1957-10-03,110.0,it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,752045.0
2240,"['enemy', 'state']","['paranoia', 'really']","['hotshot', 'washington', 'lawyer', 'robert', 'dean', 'becomes', 'victim', 'hightech', 'identity', 'theft', 'hacker', 'slip', 'incriminating', 'video', 'pocket', 'soon', 'rogue', 'national', 'security', 'agent', 'set', 'recover', 'tape', 'destroy', 'dean']",1266.0,6.7,1998-11-20,132.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,0,0,0,0,0,0,0,0,250649836.0
2241,"['rugrats', 'movie']",[],"['tommy', 'face', 'responsibility', 'dil', 'new', 'baby', 'brother', 'born', 'newborn', 'child', 'becomes', 'bane', 'tommy', 'rest', 'gang', 'decide', 'return', 'dil', 'came', 'hospital', 'get', 'lost', 'along', 'way', 'find', 'way', 'home', 'tommy', 'dil', 'learn', 'get', 'along']",149.0,5.8,1998-11-20,79.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1003,1,0,0,0,0,0,0,0,100491683.0
2242,"['bug', 'life']","['epic', 'presentation', 'miniature', 'proportion']","['behalf', 'oppressed', 'bug', 'everywhere', 'inventive', 'ant', 'named', 'flik', 'hire', 'troupe', 'warrior', 'bug', 'defend', 'bustling', 'colony', 'horde', 'freeloading', 'grasshopper', 'led', 'evilminded', 'hopper']",2379.0,6.8,1998-11-25,95.0,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,263,1,0,0,0,0,0,0,0,363258859.0
2244,"['central', 'station']","['looking', 'father', 'never', 'knew', 'looking', 'second', 'chance']","['emotive', 'journey', 'former', 'school', 'teacher', 'writes', 'letter', 'illiterate', 'people', 'young', 'boy', 'whose', 'mother', 'died', 'search', 'father', 'never', 'knew']",132.0,7.6,1998-01-16,113.0,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,5596708.0
2248,"['pink', 'flamingo']","['exercise', 'poor', 'taste']","['notorious', 'baltimore', 'criminal', 'underground', 'figure', 'divine', 'go', 'connie', 'amp', 'raymond', 'marble', 'sleazy', 'married', 'couple', 'make', 'passionate', 'attempt', 'humiliate', 'seize', 'tabloidgiven', 'title', 'filthiest', 'person', 'alive']",111.0,6.2,1972-03-12,93.0,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6000000.0
2251,"['godzilla', '1985']","['favorite', 'fire', 'breathing', 'monster', 'like', 'never', 'seen']","['originally', 'released', 'japan', 'return', 'godzilla', '1984', 'heavily', 'reedited', 'retitled', 'godzilla', '1985', 'adding', 'new', 'footage', 'raymond', 'burr', '16th', 'godzilla', 'film', 'ignores', 'previous', 'sequel', 'serf', 'direct', 'followup', '1956', 'godzilla', 'king', 'monster', 'also', 'featured', 'scene', 'burr', 'edited', '1954s', 'godzilla', 'film', 'restores', 'darker', 'tone', 'original', 'witness', 'nuclear', 'destruction', 'giant', 'lizard', 'terrorizing', 'japan']",34.0,6.7,1984-12-15,87.0,ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1,0,0,0,0,0,0,0,4100000.0
